"target","layer","title","citation.2012n","X","citation.2013a","units","gapfilling","X2013a_source","children","children_notes","disaggregation.function","updated","still.to.do.with.2013a.file.","dir_2012a","fn_2012a","dir_2013a","fn_2013a","ingest","fn_nature2012","id_num","id_chr","category","year","value_num","value_chr"
"NP","rnky_np_harvest_relative","Natural Products model variable","harvest (Hp) by product (coral, fish oil, seaweed and plants, shells, sponges, ornamental fish)","6C",,"score",,"new","new",,,"Y",,"model/GL-NCEAS-NaturalProducts_v2013a/data","np_harvest_relative_v2013a_updated_lyr_NAmanualoverride.csv","model/GL-NCEAS-NaturalProducts_v2013a/data","np_harvest_relative_v2013a_updated_lyr_NAmanualoverride.csv",TRUE,"np_harvest_relative.csv",,"country_id","product","year","tonnes",
"NP","rnk_np_sustainability_score","Natural Products model variable","sustainability (Sp) by product","6C",,"score",,"2012a","new",,,,,"model/GL-NCEAS-NaturalProducts_v2013a/data","np_sustainability_v2012a_updated_lyr.csv","model/GL-NCEAS-NaturalProducts_v2013a/data","np_sustainability_v2013a_updated_lyr.csv",TRUE,"np_sustainability_score.csv",,"country_id","product","year","score",
"NP_pressures","rnk_np_weights_combo","Natural Products model variable","weight by product","6C",,"weight",,,"new","reminder: places without NP data are assumed to not harvest, so treated as NA",,,,"model/GL-NCEAS-NaturalProducts_v2013a/data","np_weight_combo_2012a_updated_lyr.csv","model/GL-NCEAS-NaturalProducts_v2013a/data","np_weight_combo_2013a_updated_lyr.csv",TRUE,"np_weights_combo.csv",,"country_id","product","year","score",
"pressures","cc_acid","Ocean acidification",,"7.52",,"pressure_score",,"2012a","new",,"NA (BB calculated children)","N",,"model/GL-NCEAS-Pressures_v2013a/data","cc_acid_2012.csv","model/GL-NCEAS-Pressures_v2013a/data","cc_acid_2013.csv",TRUE,"p_cc_acid.csv","region_id",,,,"pressures_score",
"pressures","cc_slr","Sea level rise (SLR)","TODO: see John P's documentation for specifics",,,"pressure_score",,,"new",,,"Y",,"model/GL-NCEAS-Pressures_v2013a/data","cc_slr_2012.csv","model/GL-NCEAS-Pressures_v2013a/data","cc_slr_2013.csv",TRUE,,,,,,,
"pressures","cc_sst","Sea surface temperature (SST) anomalies",,"7.58",,"pressure_score",,,"new",,"NA (updated data)","Y",,"model/GL-NCEAS-Pressures_v2013a/data","cc_sst_2012.csv","model/GL-NCEAS-Pressures_v2013a/data","cc_sst_2013.csv",TRUE,"p_cc_sst.csv","region_id",,,,"pressures_score",
"pressures","cc_uv","UV radiation",,"7.69",,"pressure_score",,,"new",,"NA (updated data)","Y",,"model/GL-NCEAS-Pressures_v2013a/data","cc_uv_2012.csv","model/GL-NCEAS-Pressures_v2013a/data","cc_uv_2013.csv",TRUE,"p_cc_uv.csv","region_id",,,,"pressures_score",
"pressures","fp_art_hb","Artisanal fishing: high bycatch",,"7.02",,"pressures.score",,"2012a","parent",,,"N",,"model/GL-NCEAS-Pressures_v2013a/data","p_fp_art_hb_disaggregateNature2012.csv","model/GL-NCEAS-Pressures_v2013a/data","p_fp_art_hb_disaggregateNature2012.csv",TRUE,"p_fp_art_hb.csv","region_id",,,,"pressures_score",
"pressures","fp_art_lb","Artisanal fishing: low bycatch","EEZ","7.03",,"pressure_score",,,"coastal_pop",,"coastal-pop-weighted","N",,"model/GL-NCEAS-Pressures_v2013a/data","fp_art_lb_2012.csv","model/GL-NCEAS-Pressures_v2013a/data","fp_art_lb_2013.csv",TRUE,"p_fp_art_lb.csv","region_id",,,,"pressures_score",
"pressures","fp_com_hb","Commercial fishing: high bycatch",,"7.11",,"pressure_score",,,"new",,"NA (updated data)","Y",,"model/GL-NCEAS-Pressures_v2013a/data","fp_com_hb_2012.csv","model/GL-NCEAS-Pressures_v2013a/data","fp_com_hb_2013.csv",TRUE,"p_fp_com_hb.csv","region_id",,,,"pressures_score",
"pressures","fp_com_lb","Commercial fishing: low bycatch",,"7.12",,"pressure_score",,,"new",,"NA (updated data)","Y",,"model/GL-NCEAS-Pressures_v2013a/data","fp_com_lb_2012.csv","model/GL-NCEAS-Pressures_v2013a/data","fp_com_lb_2013.csv",TRUE,"p_fp_com_lb.csv","region_id",,,,"pressures_score",
"pressures","fp_targetharvest","Targeted harvest","pressures_score","7.63",,"score",,,"parent","2012a file: all parent values assigned to children","NA (updated data)","Y","convert from harvest count to pressures score","model/GL-FAO-TargetedHarvest_v2011/data","rgn_fao_targeted_2012a_rescaled.csv","model/GL-FAO-TargetedHarvest_v2011/data","rgn_fao_targeted_2013a_rescaled.csv",TRUE,"p_fp_targetharvest.csv","region_id",,,,"pressures_score",
"pressures","hd_intertidal","Habitat destruction: intertidal",,"7.24",,"pressure_score",,,"coastal_pop",,"coastal-pop-weighted",,,"model/GL-NCEAS-Pressures_v2013a/data","hd_intertidal_2012.csv","model/GL-NCEAS-Pressures_v2013a/data","hd_intertidal_2013.csv",TRUE,"p_hd_intertidal.csv","region_id",,,,"pressures_score",
"pressures","hd_subtidal_hb","Habitat destruction: subtidal hard bottom",,"7.25",,"value",,"2012a","parent",,,"N",,"model/GL-NCEAS-Pressures_v2013a/data","p_hd_subtidal_hb_v2013a.csv","model/GL-NCEAS-Pressures_v2013a/data","p_hd_subtidal_hb_v2013a.csv",TRUE,"p_hd_subtidal_hb.csv","region_id",,,,"pressures_score",
"pressures","hd_subtidal_sb","Habitat destruction: subtidal soft bottom",,"7.26",,"pressures.score",,"new","new",,"NA (recalculated soft-bottom area for children)","Y",,"model/GL-NCEAS-subtidal_softbottom_v2013a/data","po_rgn_hd_subtidal_sb_2012a.csv","model/GL-NCEAS-subtidal_softbottom_v2013a/data","po_rgn_hd_subtidal_sb_2013a.csv",TRUE,"p_hd_subtidal_sb.csv","region_id",,,,"pressures_score",
"pressures","po_chemicals","Chemical pollution","EEZ","7.06-7.08",,"pressure_score",,,"new",,"NA (updated data)","Y",,"model/GL-NCEAS-Pressures_v2013a/data","po_chemicals_2012.csv","model/GL-NCEAS-Pressures_v2013a/data","po_chemicals_2013.csv",TRUE,"p_po_chemicals.csv","region_id",,,,"pressures_score",
"pressures","po_chemicals_3nm","Chemical pollution","coastal","7.06-7.09",,"pressure_score",,,"new",,"NA (updated data)","Y",,"model/GL-NCEAS-Pressures_v2013a/data","po_chemicals_3nm_2012.csv","model/GL-NCEAS-Pressures_v2013a/data","po_chemicals_3nm_2013.csv",TRUE,"p_po_chemicals_coastal.csv","region_id",,,,"pressures_score",
"pressures","po_nutrients","Nutrient pollution","EEZ","7.51",,"pressure_score",,,"new",,"NA (updated data)","Y",,"model/GL-NCEAS-Pressures_v2013a/data","po_nutrients_2012.csv","model/GL-NCEAS-Pressures_v2013a/data","po_nutrients_2013.csv",TRUE,"p_po_nutrients.csv","region_id",,,,"pressures_score",
"pressures","po_nutrients_3nm","Nutrient pollution","coastal","7.51",,"pressure_score",,,"new",,"NA (updated data)","Y",,"model/GL-NCEAS-Pressures_v2013a/data","po_nutrients_3nm_2012.csv","model/GL-NCEAS-Pressures_v2013a/data","po_nutrients_3nm_2013.csv",TRUE,"p_po_nutrients_3nm.csv","region_id",,,,"pressures_score",
"pressures","po_pathogens","Pathogen pollution","pressures_score","7.53",,"pressure_score",,,"new",,,,,"model/GL-NCEAS-Pressures_v2013a/data","po_pathogens_sanitation2008_popninland25km2008.csv","model/GL-NCEAS-Pressures_v2013a/data","po_pathogens_sanitation2011_popninland25km2013.csv",TRUE,"p_po_pathogens.csv","region_id",,,,"pressures_score",
"pressures","po_trash","Trash pollution","pressures_score","7.67",,"pressure_score",,,"new","2012 file: all parent values assigned to children. 
2013a file: georegionally gapfilled, southern islands = NA","NA (updated data)","Y","convert from pounds/mile to pressures score","model/GL-NCEAS-Pressures_v2013a/data","po_trash2011.csv","model/GL-NCEAS-Pressures_v2013a/data","po_trash2012.csv",TRUE,"p_po_trash.csv","region_id",,,,"pressures_score",
"pressures","sp_alien","Alien species","pressures_score","7.01",,"pressures.score",,"2012a","eez_area",,"disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/p_sp_alien.csv', csv.out = '/Volumes/data_edit/model/GL-NCEAS-Pressures_v2013a/data/p_sp_alien_2013a.csv', fld.value=NA, weight.csv='/Volumes/data_edit/model/GL-NCEAS-OceanRegions_v2013a/data/rgn_area.csv', weight.fld = 'area_km2')","N",,"model/GL-NCEAS-Pressures_v2013a/data","p_sp_alien_2013a.csv","model/GL-NCEAS-Pressures_v2013a/data","p_sp_alien_2013a.csv",TRUE,"p_sp_alien.csv","region_id",,,,"pressures_score",
"pressures","sp_genetic","Genetic escapes",,"7.22",,"pressures.score",,,"new","no gapfilling: if no mariculture, genetic escapee pressures=0; 2012a: gapfilled Trujillo score*MAR harvest2009; 2013a: gapfilled Trujillo score*MAR harvest2010; ","NA (updated)","Y",,"model/GL-NCEAS-Pressures-GenEsc_v2013a/data","GenEsc_v2012a.csv","model/GL-NCEAS-Pressures-GenEsc_v2013a/data","GenEsc_v2013a.csv",TRUE,"p_sp_genetic.csv","region_id",,,,"pressures_score",
"pressures","ss_wgi","Worldwide Governance Indicators (WGI)","pressures_score (1 - wgi_all)","7.7",,"score",,,"new","soverignty gapfilling","NA (updated data)","Y","these are wgi_all values; to get ss_wgi must do (1 - wgi_all) after converting from WGI score: min=-2.49, max=1.98 ","model/GL-WorldBank-WGI_v2011/data","rgn_wb_wgi_2012a_rescaled_inverse.csv","model/GL-WorldBank-WGI_v2011/data","rgn_wb_wgi_2013a_rescaled_inverse.csv",TRUE,"p_ss_wgi.csv","region_id",,,,"pressures_score",
"regions","cn_cntry_rgn","Reporting units","regions per country","3",,"rgn_id",,"2012a","new",,"NA (updated data)",,,"model/GL-NCEAS-OceanRegions_v2013a/manual_output","cntry_rgn_2013.csv","model/GL-NCEAS-OceanRegions_v2013a/manual_output","cntry_rgn_2013.csv",TRUE,"cntry_rgn.csv",,"country_id",,,"region_id",
"regions","cnk_cntry_georegions","Reporting units","georegions per country, at 3 georegion levels","3",,"georgn_id",,"2012a","new",,"NA (updated data)",,,"model/GL-NCEAS-OceanRegions_v2013a/manual_output","cntry_georegions_long_2013b.csv","model/GL-NCEAS-OceanRegions_v2013a/manual_output","cntry_georegions_long_2013b.csv",TRUE,"cntry_georegions.csv",,"country_id","level",,"georegion_id",
"regions","rn_rgn_area","Reporting units","region in water area","3",,"area_km2",,"2012a","new",,"NA (updated data)",,,"model/GL-NCEAS-OceanRegions_v2013a/data","rgn_fao_gcs_area.csv","model/GL-NCEAS-OceanRegions_v2013a/data","rgn_fao_gcs_area.csv",TRUE,"rgn_area.csv","region_id",,,,"km2",
"regions","rn_rgn_area_inland1km","Reporting units","inland area 1 mile from shore","3",,"area_km2",,"2012a","new",,,,,"model/GL-NCEAS-OceanRegions_v2013a/data","rgn_area_inland1km.csv","model/GL-NCEAS-OceanRegions_v2013a/data","rgn_area_inland1km.csv",TRUE,"rgn_area_inland1km.csv","region_id",,,,"km2",
"regions","rn_rgn_area_offshore3nm","Reporting units","offshore area 3 nautical miles from shore","3",,"area_km2",,"2012a","new",,,,,"model/GL-NCEAS-OceanRegions_v2013a/data","rgn_area_offshore3nm.csv","model/GL-NCEAS-OceanRegions_v2013a/data","rgn_area_offshore3nm.csv",TRUE,"rgn_area_offshore3nm.csv","region_id",,,,"km2",
"regions","rnk_rgn_georegions","Reporting units","georegions per region, at 3 georegion levels","3",,"georgn_id",,"2012a","new",,"NA (updated data)",,,"model/GL-NCEAS-OceanRegions_v2013a/manual_output","rgn_georegions_long_2013b.csv","model/GL-NCEAS-OceanRegions_v2013a/manual_output","rgn_georegions_long_2013b.csv",TRUE,"rgn_georegions.csv","region_id",,"level",,"georegion_id",
"regions","rtk_rgn_georegion_labels","Reporting units","georegions per region, at 3 georegion levels","3",,"label",,"2012a","new",,"NA (updated data)",,,"model/GL-NCEAS-OceanRegions_v2013a/manual_output","rgn_georegions_labels_long_2013b.csv","model/GL-NCEAS-OceanRegions_v2013a/manual_output","rgn_georegions_labels_long_2013b.csv",TRUE,"rgn_georegions.csv","region_id",,"level",,"georegion_id",
"regions","rnk_rgn_global","Reporting units","regions used in global analysis for Nature 2012, subset of regions_labels by type=eez and not deleted or disputed ","3",,"label",,"2012a","new",,"NA (updated data)",,,"model/GL-NCEAS-OceanRegions_v2013a/data","rgn_global.csv","model/GL-NCEAS-OceanRegions_v2013a/data","rgn_global.csv",TRUE,"rgn_global.csv","region_id",,"type",,,"label"
"regions","rtk_rgn_labels","Reporting units","regions by type (eez, subocean, unclaimed) and label","3",,"label",,"2012a","new",,"NA (updated data)",,,"model/GL-NCEAS-OceanRegions_v2013a/data","rgn_labels.csv","model/GL-NCEAS-OceanRegions_v2013a/data","rgn_labels.csv",TRUE,"rgn_labels.csv","region_id",,"type",,,"label"
"resilience","alien_species","Alien species","resilience score","7.01",,"resilience score",,"2012a","parent",,,,,"model/GL-NCEAS-Resilience_v2013a/data","r_alien_species_Nature2012disaggregated.csv","model/GL-NCEAS-Resilience_v2013a/data","r_alien_species_Nature2012disaggregated.csv",TRUE,,,,,,,
"resilience","cites","Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES) signatories","resilience score","7.16",,"resilience score",,"2012a","parent",,"disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_cites.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_cites_2013a.csv', fld.value=NA, weight.csv=NA)","N",,"model/GL-NCEAS-Resilience_v2013a/data","r_cites_2013a.csv","model/GL-NCEAS-Resilience_v2013a/data","r_cites_2013a.csv",TRUE,"r_cites.csv","region_id",,,,"resilience_score",
"resilience","fishing_v1","Convention on Biological Diversity (CBD) survey","fishing v1 (coastal)","7.14",,"resilience score",,"new","parent","(update with new MPA data?)","disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_fishing_v1.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_fishing_v1_2013a.csv', fld.value=NA, weight.csv=NA)","N",,"model/GL-NCEAS-Resilience_v2013a/data","r_fishing_v1_2013a.csv","model/GL-NCEAS-Resilience_v2013a/data","r_fishing_v1_2013a.csv",TRUE,"r_fishing_v1.csv","region_id",,,,"resilience_score",
"resilience","fishing_v1_eez","Convention on Biological Diversity (CBD) survey","fishing v1 (EEZ)","7.14",,"resilience score",,"new","parent","(update with new MPA data?)","disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_fishing_v1_eez.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_fishing_v1_eez_2013a.csv', fld.value=NA, weight.csv=NA)","N",,"model/GL-NCEAS-Resilience_v2013a/data","r_fishing_v1_eez_2013a.csv","model/GL-NCEAS-Resilience_v2013a/data","r_fishing_v1_eez_2013a.csv",TRUE,"r_fishing_v1_eez.csv","region_id",,,,"resilience_score",
"resilience","fishing_v2_eez","Convention on Biological Diversity (CBD) survey","fishing v2 (EEZ)","7.14",,"resilience score",,"new","parent","(update with new MPA data?)","disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_fishing_v2_eez.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_fishing_v2_eez_2013a.csv', fld.value=NA, weight.csv=NA)","N",,"model/GL-NCEAS-Resilience_v2013a/data","r_fishing_v2_eez_2013a.csv","model/GL-NCEAS-Resilience_v2013a/data","r_fishing_v2_eez_2013a.csv",TRUE,"r_fishing_v2_eez.csv","region_id",,,,"resilience_score",
"resilience","fishing_v3","Convention on Biological Diversity (CBD) survey","fishing v3 (coastal)","7.14",,"resilience score",,"new","parent","(update with new MPA data?)","disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_fishing_v3.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_fishing_v3_2013a.csv', fld.value=NA, weight.csv=NA)","N",,"model/GL-NCEAS-Resilience_v2013a/data","r_fishing_v3_2013a.csv","model/GL-NCEAS-Resilience_v2013a/data","r_fishing_v3_2013a.csv",TRUE,"r_fishing_v3.csv","region_id",,,,"resilience_score",
"resilience","fishing_v3_eez","Convention on Biological Diversity (CBD) survey","fishing v3 (EEZ)","7.14",,"resilience score",,"new","parent","(update with new MPA data?)","disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_fishing_v3_eez.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_fishing_v3_eez_2013a.csv', fld.value=NA, weight.csv=NA)","N",,"model/GL-NCEAS-Resilience_v2013a/data","r_fishing_v3_eez_2013a.csv","model/GL-NCEAS-Resilience_v2013a/data","r_fishing_v3_eez_2013a.csv",TRUE,"r_fishing_v3_eez.csv","region_id",,,,"resilience_score",
"resilience","habitat","Convention on Biological Diversity (CBD) survey","habitat","7.14",,"resilience score",,"new","parent","(update with new MPA data?)","disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_habitat.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_habitat_2013a.csv', fld.value=NA, weight.csv=NA)","N",,"model/GL-NCEAS-Resilience_v2013a/data","r_habitat_2013a.csv","model/GL-NCEAS-Resilience_v2013a/data","r_habitat_2013a.csv",TRUE,"r_habitat.csv","region_id",,,,"resilience_score",
"resilience","habitat_combo","Convention on Biological Diversity (CBD) survey","habitat alternate (coastal)","7.14",,"resilience score",,"new","parent","(update with new MPA data?)","disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_habitat_combo.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_habitat_combo_2013a.csv', fld.value=NA, weight.csv=NA)","N",,"model/GL-NCEAS-Resilience_v2013a/data","r_habitat_combo_2013a.csv","model/GL-NCEAS-Resilience_v2013a/data","r_habitat_combo_2013a.csv",TRUE,"r_habitat_combo.csv","region_id",,,,"resilience_score",
"resilience","habitat_combo_eez","Convention on Biological Diversity (CBD) survey","habitat alternate (EEZ)","7.14",,"resilience score",,"new","parent","(update with new MPA data?)","disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_habitat_combo_eez.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_habitat_combo_eez_2013a.csv', fld.value=NA, weight.csv=NA)","N",,"model/GL-NCEAS-Resilience_v2013a/data","r_habitat_combo_eez_2013a.csv","model/GL-NCEAS-Resilience_v2013a/data","r_habitat_combo_eez_2013a.csv",TRUE,"r_habitat_combo_eez.csv","region_id",,,,"resilience_score",
"resilience","li_gci","Global Competitiveness Index (GCI)",,"7.23",,"score",,,"parent","nature2012 data disaggregated for 2012a; 2013a data from new source","NA: 2013a data only reported for one year","Y",,"model/GL-NCEAS-Resilience_v2013a/data","r_li_gci_Nature2012disaggregated.csv","model/GL-WEF-Economics_v2013/data","rgn_wef_gci_2013a_rescaled.csv",TRUE,"r_li_gci.csv","region_id",,,,"resilience_score",
"resilience","li_sector_evenness","Sector Evenness",,"7.6",,"resilience score",,"2012a","parent","(make sure same method as LE status data)","disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_li_sector_evenness.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_li_sector_evenness_2013a.csv', fld.value=NA, weight.csv=NA)","N",,"model/GL-NCEAS-Resilience_v2013a/data","r_li_sector_evenness_2013a.csv","model/GL-NCEAS-Resilience_v2013a/data","r_li_sector_evenness_2013a.csv",TRUE,"r_li_sector_evenness.csv","region_id",,,,"resilience_score",
