"cntry_key","year","usd"
"MLT",2004,5643525282
"MLT",2005,5980795756
"MLT",2006,6390123590
"MLT",2007,7513834700
"MLT",2008,8554293727
"MLT",2009,8099400961
"MLT",2010,8163841060
"MLT",2011,8886572143
"MMR",1998,60236583392.75
"MMR",2002,71199349923.8889
"MMR",2004,89175617565
"MMR",2005,100169216197.889
"MMR",2006,119532549257.333
"MMR",2007,142551831741.667
"MMR",2008,163412219952.222
"MMR",2009,163212752819.889
"MMR",2010,201934897243.667
"MMR",2011,233195037425.222
"MNP",2007,42438052.1497016
"MNP",2008,43504253.258149
"MNP",2009,43322867.7186972
"MNP",2010,46543083.8518393
"MNP",2011,50328847.4189905
"MOZ",1998,4324474017
"MOZ",2002,4201332885
"MOZ",2004,5697991242
"MOZ",2005,6578515331
"MOZ",2006,7095910828
"MOZ",2007,8035635713
"MOZ",2008,9891003405
"MOZ",2009,9674035109
"MOZ",2010,9209379184
"MOZ",2011,12762040281
"MRT",1998,1375114088
"MRT",2002,1324424463
"MRT",2004,1833445283
"MRT",2005,2184444849
"MRT",2006,3040718541
"MRT",2007,3356758534
"MRT",2008,3585284290
"MRT",2009,3027020112
"MSR",2004,12288228084.5533
"MSR",2005,14027673738.38
"MSR",2006,14589005800.8362
"MSR",2007,15855648172.4012
"MSR",2008,17022069246.6
"MSR",2009,16674190559.0938
"MTQ",2002,5430764400.47966
"MTQ",2004,6195239550.26167
"MTQ",2005,7072199388.24386
"MTQ",2006,7355200856.82256
"MTQ",2007,7993791942.72703
"MTQ",2008,8581855406.50817
"MTQ",2009,8406468703.99077
"MTQ",2010,8854144130.59596
"MTQ",2011,9459806674.79893
"MUS",1998,4169672974
"MUS",2002,4767303153
"MUS",2004,6385691315
"MUS",2005,6283796155
"MUS",2006,6507098599
"MUS",2007,7792060060
"MUS",2008,9641063862
"MUS",2009,8834647745
"MUS",2010,9705697242
"MUS",2011,11259856301
"MYS",1998,76226457536
"MYS",2002,106689329102
"MYS",2004,132621333197
"MYS",2005,153064402830
"MYS",2006,174163703002
"MYS",2007,205798627895
"MYS",2008,245381099069
"MYS",2009,212984435034
"MYS",2010,259190708859
"MYT",1997,3811890994.26667
"MYT",1998,4195063476.77778
"MYT",2006,6594806106.82222
"MYT",2007,7877488198.6
"MYT",2008,9329731237.13333
"NAM",1998,3398703727
"NAM",2002,3361241961
"NAM",2003,4931293712
"NAM",2004,6606970843
"NAM",2005,7261301443
"NAM",2006,7978676470
"NAM",2007,8811608767
"NAM",2008,8829927125
"NAM",2009,8859203056
"NAM",2010,11082302986
"NAM",2011,12510721241
"NCL",2006,1492336286.99988
"NCL",2007,1407561243.70001
"NCL",2008,821983805.333008
"NGA",2002,59116868251
"NGA",2003,67655840076
"NGA",2004,87845403963
"NGA",2005,1.12248e+11
"NGA",2006,1.45428e+11
"NGA",2007,1.65921e+11
"NGA",2008,2.07116e+11
"NGA",2009,1.68587e+11
"NGA",2010,2.28638e+11
"NGA",2011,2.43986e+11
"NIC",1998,4635267226
"NIC",2002,5224213019
"NIC",2004,5795568203
"NIC",2005,6322582497
"NIC",2006,6786294613
"NIC",2007,7446636655
"NIC",2008,8221678774
"NIC",2009,8061961615
"NIC",2010,8426613595
"NIC",2011,9316755540
"NIU",2004,212279158.58
"NIU",2005,232957698.223333
"NIU",2006,963178715.804992
"NIU",2007,1044913078.17
"NIU",2008,788809473.563282
"NIU",2009,293848590.407653
"NLD",2002,4.37807e+11
"NLD",2004,6.0989e+11
"NLD",2005,6.38471e+11
"NLD",2006,6.77692e+11
"NLD",2007,7.82567e+11
"NLD",2008,8.70811e+11
"NLD",2009,7.96333e+11
"NLD",2010,7.74658e+11
"NLD",2011,8.36074e+11
"NOR",1998,1.51139e+11
"NOR",2001,1.70923e+11
"NOR",2002,1.91927e+11
"NOR",2004,2.60029e+11
"NOR",2005,3.0406e+11
"NOR",2006,3.40042e+11
"NOR",2007,3.93479e+11
"NOR",2008,4.53885e+11
"NOR",2009,3.74758e+11
"NOR",2010,4.17753e+11
"NOR",2011,4.85803e+11
"NRU",2001,135917683.57
"NRU",2004,151658853.3
"NRU",2005,159557355.675
"NRU",2006,164298420.5
"NRU",2007,172057023.55
"NRU",2008,176379733.475
"NRU",2009,175644340.25
"NZL",2002,65463945931
"NZL",2003,86737675644
"NZL",2004,1.0221e+11
"NZL",2005,1.1308e+11
"NZL",2006,1.09522e+11
"NZL",2007,1.34015e+11
"NZL",2008,1.30677e+11
"NZL",2009,1.17376e+11
"NZL",2010,1.41548e+11
"NZL",2011,1.59706e+11
"OMN",1998,14085373243
"OMN",2001,19949284975
"OMN",2002,20049414986
"OMN",2003,21542262852
"OMN",2004,24673602280
"OMN",2005,30905071771
"OMN",2006,36803641389
"OMN",2007,41901170689
"OMN",2008,60566970579
"OMN",2009,46866060196
"OMN",2010,57849155213
"OMN",2011,71781535039
"PAK",2002,72306820396
"PAK",2004,97977766198
"PAK",2005,1.096e+11
"PAK",2006,1.275e+11
"PAK",2007,1.43171e+11
"PAK",2008,1.63892e+11
"PAK",2009,1.61819e+11
"PAK",2010,1.76478e+11
"PAK",2011,2.10216e+11
"PAN",1998,10932500000
"PAN",2002,12272400000
"PAN",2004,14179300000
"PAN",2005,15464700000
"PAN",2006,1.7137e+10
"PAN",2007,19793659790
"PAN",2008,23001600000
"PAN",2009,24080100000
"PAN",2010,26777100000
"PAN",2011,26778100000
"PER",1998,56751679594
"PER",2002,56772338815
"PER",2003,61346725170
"PER",2004,69725009965
"PER",2005,79385073422
"PER",2006,92303809836
"PER",2007,1.07513e+11
"PER",2008,1.26888e+11
"PER",2009,1.26923e+11
"PER",2010,1.53618e+11
"PER",2011,1.76925e+11
"PHL",1998,72207022472
"PHL",2002,81357657790
"PHL",2004,91371236939
"PHL",2005,1.03066e+11
"PHL",2006,1.22211e+11
"PHL",2007,1.4936e+11
"PHL",2008,1.73603e+11
"PHL",2009,1.68334e+11
"PHL",2010,1.99589e+11
"PHL",2011,2.24771e+11
"PLW",2004,133560000
"PLW",2005,145428000
"PLW",2006,156614000
"PLW",2007,158635886.7
"PLW",2008,160279989.1
"PLW",2009,153212923.8
"PLW",2010,156131323.6
"PLW",2011,165517314.2
"PNG",2002,2999542369
"PNG",2004,3927114457
"PNG",2005,4901584516
"PNG",2006,5598700444
"PNG",2007,6329292929
"PNG",2008,8010370370
"PNG",2009,7914594203
"PNG",2010,9480047959
"PNG",2011,12937183216
"POL",2002,1.98179e+11
"POL",2004,2.52769e+11
"POL",2005,3.03912e+11
"POL",2006,3.4167e+11
"POL",2007,4.25322e+11
"POL",2008,5.29401e+11
"POL",2009,4.30878e+11
"POL",2010,4.69782e+11
"POL",2011,5.14496e+11
"PRI",1998,52576980416.327
"PRI",2001,67276985587.7421
"PRI",2002,69624662703.541
"PRI",2003,72739149664.3272
"PRI",2004,76998847060.726
"PRI",2005,80497516617.956
"PRI",2006,83753054191.4362
"PRI",2007,85937391214.7282
"PRI",2008,90021300647.4873
"PRI",2009,92554281912.1087
"PRI",2010,93574104088.3817
"PRI",2011,98419840232.7434
"PRK",2002,1236787205307.8
"PRK",2004,1497754664895.8
"PRK",2005,1573400769879.2
"PRK",2006,1645917365621.2
"PRK",2007,1825857743118.8
"PRK",2008,2108489860491.8
"PRK",2009,2219163609959.6
"PRT",1998,1.22859e+11
"PRT",2002,1.32286e+11
"PRT",2004,1.85397e+11
"PRT",2005,1.91848e+11
"PRT",2006,2.0179e+11
"PRT",2007,2.31742e+11
"PRT",2008,2.51925e+11
"PRT",2009,2.34084e+11
"PRT",2010,2.27197e+11
"PRT",2011,2.37374e+11
"PYF",1997,3567062512
"PYF",2006,3080812745.99997
"PYF",2007,3360498206.49999
"PYF",2008,2198960535.83313
"PYF",2009,302286759.00061
"QAT",1996,9059340117
"QAT",1997,11297801802
"QAT",2001,17538461033
"QAT",2004,31675273812
"QAT",2005,43040108650
"QAT",2006,60496701553
"QAT",2007,79546975729
"QAT",2008,1.1502e+11
"QAT",2009,97583513671
"QAT",2010,1.27332e+11
"QAT",2011,1.72982e+11
"REU",1998,4195063476.77778
"REU",2002,4392786182.02222
"REU",2004,5371733454.72222
"REU",2005,5988230825.84444
"REU",2006,6594806106.82222
"REU",2007,7877488198.6
"REU",2008,9329731237.13333
"REU",2009,9248192673.47778
"REU",2010,9726550150.7674
"REU",2011,10758587163.9159
"ROU",2002,45824529873
"ROU",2004,75489440364
"ROU",2005,98913392473
"ROU",2006,1.22642e+11
"ROU",2007,1.69282e+11
"ROU",2008,2.04335e+11
"ROU",2009,1.64346e+11
"ROU",2010,1.64436e+11
"ROU",2011,1.89776e+11
"RUS",1998,2.70953e+11
"RUS",2002,3.4511e+11
"RUS",2004,5.91017e+11
"RUS",2005,7.64001e+11
"RUS",2006,9.89931e+11
"RUS",2007,1.29971e+12
"RUS",2008,1.66085e+12
"RUS",2009,1.22265e+12
"RUS",2010,1.48752e+12
"RUS",2011,1.85777e+12
"SAU",2002,1.88551e+11
"SAU",2004,2.50339e+11
"SAU",2005,3.1558e+11
"SAU",2006,3.5663e+11
"SAU",2007,3.84891e+11
"SAU",2008,4.76305e+11
"SAU",2009,3.76693e+11
"SAU",2010,4.50792e+11
"SAU",2011,5.76824e+11
"SCG",2003,1707662608
"SCG",2005,2257181943
"SCG",2006,2695897629
"SCG",2007,3668857104
"SCG",2008,4519731947
"SCG",2009,4141382328
"SCG",2010,4110821471
"SCG",2011,4495775882
"SDN",1998,11250220583
"SDN",2000,12257299163
"SDN",2002,14803423335
"SDN",2003,17646271397
"SDN",2004,21457886199
"SDN",2005,26524992226
"SDN",2006,35159250985
"SDN",2007,45456460335
"SDN",2008,53621081452
"SDN",2009,52645594564
"SDN",2010,64791706916
"SDN",2011,64053368930
"SEN",1998,5030344291
"SEN",2002,5333862344
"SEN",2004,8029978032
"SEN",2005,8699015967
"SEN",2006,9369573437
"SEN",2007,11319748340
"SEN",2008,13386346544
"SEN",2009,12769040890
"SEN",2010,12855297513
"SEN",2011,14291456855
"SGP",2002,90582818234
"SGP",2004,1.09336e+11
"SGP",2005,1.23507e+11
"SGP",2006,1.39125e+11
"SGP",2007,1.68434e+11
"SGP",2008,1.66792e+11
"SGP",2009,1.75935e+11
"SGP",2010,2.13155e+11
"SGP",2011,2.397e+11
"SHN",2001,191167270100.667
"SHN",2002,209942809582.833
"SHN",2003,248731843351
"SHN",2004,292053202940.167
"SHN",2005,308570280593.417
"SHN",2006,332105595921.167
"SHN",2007,384476128113.833
"SHN",2008,382848450631.333
"SHN",2009,319570546063.667
"SLB",2002,341663053.7
"SLB",2004,375109694.5
"SLB",2005,413909879.3
"SLB",2006,456735444.9
"SLB",2007,586218381
"SLB",2008,645796657.5
"SLB",2009,601299089.8
"SLB",2010,678625481.7
"SLB",2011,838022104.9
"SLE",2002,1239004288
"SLE",2004,1431208677
"SLE",2005,1627853086
"SLE",2006,1862637320
"SLE",2007,2127144419
"SLE",2008,2469307718
"SLE",2009,2401197067
"SLE",2010,2533709963
"SLE",2011,2973035097
"SLV",2002,14306700000
"SLV",2004,15798300000
"SLV",2005,17093800000
"SLV",2006,18550700000
"SLV",2007,20104900000
"SLV",2008,2.1431e+10
"SLV",2009,2.0661e+10
"SLV",2010,21427900000
"SLV",2011,23054100000
"SPM",1998,4.678883e+12
"SPM",2004,6.395013e+12
"SPM",2005,6.84903e+12
"SPM",2006,7.296555e+12
"SPM",2007,7.692935e+12
"SPM",2008,7.86099e+12
"SPM",2009,7.61794e+12
"STP",2002,90713303.06
"STP",2004,106764253.7
"STP",2005,113808749.4
"STP",2006,124184906.7
"STP",2007,144259256.6
"STP",2008,183464986.3
"STP",2009,196473838.9
"STP",2010,201037916.6
"STP",2011,248286778.2
"SUR",1998,9.45e+08
"SUR",2002,1078402128
"SUR",2004,1484092538
"SUR",2005,1793557833
"SUR",2006,2626093294
"SUR",2007,2936612022
"SUR",2008,3532969035
"SUR",2009,3875409836
"SUR",2010,4366914555
"SUR",2011,4304467564
"SVN",1997,20420238057
"SVN",1998,21747365515
"SVN",2002,23136352386
"SVN",2004,33837749815
"SVN",2005,35717733757
"SVN",2006,38945146500
"SVN",2007,47306799054
"SVN",2008,54606018255
"SVN",2009,49056152691
"SVN",2010,46908328071
"SVN",2011,49539271105
"SWE",2002,2.50961e+11
"SWE",2004,3.6209e+11
"SWE",2005,3.7058e+11
"SWE",2006,3.99076e+11
"SWE",2007,4.62513e+11
"SWE",2008,4.86159e+11
"SWE",2009,4.05783e+11
"SWE",2010,4.62903e+11
"SWE",2011,5.39682e+11
"SYC",1998,608358684.5
"SYC",2002,698083345
"SYC",2003,703096502.6
"SYC",2004,839319935.2
"SYC",2005,919103262
"SYC",2006,1016419769
"SYC",2007,1033635773
"SYC",2008,967211974.9
"SYC",2009,847424851.5
"SYC",2010,973355738
"SYC",2011,1059593501
"SYR",2002,21582248882
"SYR",2004,25086930693
"SYR",2005,28858965517
"SYR",2006,33332844575
"SYR",2007,40405006007
"SYR",2008,52581913978
"SYR",2009,53934534351
"SYR",2010,59147033452
"SYR",2011,61555337151
"Southern Saint-Martin",2007,15855648172.4012
"Southern Saint-Martin",2008,17022069246.6
"Southern Saint-Martin",2009,16674190559.0938
"Southern Saint-Martin",2010,17562152631.4792
"Southern Saint-Martin",2011,18763481397.7127
"TCA",1998,8408360858
"TCA",2002,10771895273
"TCA",2004,12288228084.5533
"TCA",2005,14027673738.38
"TCA",2006,14589005800.8362
"TCA",2007,15855648172.4012
"TCA",2008,17022069246.6
"TCA",2009,16674190559.0938
"TGO",2002,1474630199
"TGO",2004,1937074538
"TGO",2005,2115154090
"TGO",2006,2202809211
"TGO",2007,2523462649
"TGO",2008,3163416556
"TGO",2009,3163000591
"TGO",2010,3192611127
"TGO",2011,3620169607
"THA",1998,1.1186e+11
"THA",2002,1.26877e+11
"THA",2004,1.6134e+11
"THA",2005,1.76352e+11
"THA",2006,2.07089e+11
"THA",2007,2.46977e+11
"THA",2008,2.72578e+11
"THA",2009,2.63711e+11
"THA",2010,3.18908e+11
"THA",2011,3.45672e+11
"TLS",2004,309300000
"TLS",2005,454200000
"TLS",2006,445300000
"TLS",2007,525100000
"TLS",2008,6.65e+08
"TLS",2009,788100000
"TLS",2010,875100000
"TLS",2011,1.054e+09
"TON",2002,181801947
"TON",2004,240794581.2
"TON",2005,264812953.8
"TON",2006,295998379.1
"TON",2007,301064027.1
"TON",2008,346869182.8
"TON",2009,318486402.9
"TON",2010,368782760.4
"TON",2011,433879294.5
"TTO",2002,9008273516
"TTO",2004,12884712296
"TTO",2005,16088526686
"TTO",2006,18460921206
"TTO",2007,21735387008
"TTO",2008,28017710148
"TTO",2009,19740432084
"TUN",2002,23141616605
"TUN",2004,31183059012
"TUN",2005,32282960678
"TUN",2006,34377235162
"TUN",2007,38848711944
"TUN",2008,44736953169
"TUN",2009,43607568688
"TUN",2010,44377742071
"TUN",2011,46434616144
"TUR",1998,2.69287e+11
"TUR",2002,2.32535e+11
"TUR",2003,3.03005e+11
"TUR",2004,3.92166e+11
"TUR",2005,4.8298e+11
"TUR",2006,5.309e+11
"TUR",2007,6.47155e+11
"TUR",2008,7.30337e+11
"TUR",2009,6.14554e+11
"TUR",2010,7.31144e+11
"TUR",2011,7.74983e+11
"TUV",2006,22820838.02
"TUV",2007,27173244.38
"TUV",2008,30185175.62
"TUV",2009,27001199.73
"TUV",2010,31816524.87
"TUV",2011,35804372.38
"TWN",1998,1090906895137.6
"TWN",2004,1497754664895.8
"TWN",2005,1573400769879.2
"TWN",2006,1645917365621.2
"TWN",2007,1825857743118.8
"TWN",2008,2108489860491.8
"TWN",2009,2219163609959.6
"TWN",2010,2538185103647.6
"TWN",2011,2917388088783
"TZA",1998,9345174102
"TZA",2002,10805600069
"TZA",2004,12825801916
"TZA",2005,14141916592
"TZA",2006,14331231239
"TZA",2007,16825547177
"TZA",2008,20715086119
"TZA",2009,21368165400
"TZA",2010,22915004297
"TZA",2011,23874165048
"UKR",1998,41883241480
"UKR",2002,42392896031
"UKR",2004,64883060726
"UKR",2005,86142018069
"UKR",2006,1.07753e+11
"UKR",2007,1.42719e+11
"UKR",2008,1.79992e+11
"UKR",2009,1.17228e+11
"UKR",2010,1.36419e+11
"UKR",2011,1.65245e+11
"URY",1998,25385928196
"URY",2002,13606494599
"URY",2004,13686333822
"URY",2005,17362872710
"URY",2006,19579479147
"URY",2007,23410536955
"URY",2008,30366148248
"URY",2009,30497048979
"URY",2010,39411996710
"URY",2011,46709797684
"USA",1998,8556844154092.67
"USA",2002,10367085111620.2
"USA",2004,11549243331558.7
"USA",2005,12299594669404.7
"USA",2006,13033989416504.6
"USA",2007,13667652066195.1
"USA",2008,13919727042705.6
"USA",2009,13605489887521.6
"USA",2010,14115611325423.2
"USA",2011,14675462506263.5
"VCT",1998,317851822.5
"VCT",2002,462641609.6
"VCT",2004,522544701.9
"VCT",2005,551431645.4
"VCT",2006,611040126.2
"VCT",2007,684691914.8
"VCT",2008,699004420.7
"VCT",2009,672342406.3
"VCT",2010,674762008.5
"VCT",2011,687993792.6
"VEN",1998,91338542542
"VEN",2002,92889586976
"VEN",2003,83622191419
"VEN",2004,1.12451e+11
"VEN",2005,1.45513e+11
"VEN",2006,1.83478e+11
"VEN",2007,2.30364e+11
"VEN",2008,3.156e+11
"VEN",2009,3.29419e+11
"VEN",2010,3.93808e+11
"VEN",2011,3.16482e+11
"VGB",1998,8408360858
"VGB",2004,12288228084.5533
"VGB",2005,14027673738.38
"VGB",2006,14589005800.8362
"VGB",2007,15855648172.4012
"VGB",2008,17022069246.6
"VGB",2009,16674190559.0938
"VGB",2010,17562152631.4792
"VGB",2011,18763481397.7127
"VIR",1998,1509419583.67298
"VIR",2001,1931438412.25785
"VIR",2002,1998837296.45903
"VIR",2003,2088250335.67277
"VIR",2004,2210540939.27405
"VIR",2005,2310983382.04399
"VIR",2006,2404445808.5638
"VIR",2007,2467155402.27175
"VIR",2008,2584399352.51274
"VIR",2009,2657118087.89126
"VIR",2010,2686395911.61832
"VIR",2011,2825510957.32262
"VNM",2002,35058216051
"VNM",2003,39552513118
"VNM",2004,45427854693
"VNM",2005,52917296789
"VNM",2006,60913515795
"VNM",2007,71015592863
"VNM",2008,91094051435
"VNM",2009,97180304813
"VNM",2010,1.06427e+11
"VNM",2011,1.236e+11
"VUT",2002,261712966.3
"VUT",2004,363753466.3
"VUT",2005,393296584.4
"VUT",2006,435400633
"VUT",2007,527743610.8
"VUT",2008,593437284.1
"VUT",2009,590448828.6
"VUT",2010,679009691.5
"VUT",2011,760039790.3
"WSM",2003,301905953
"WSM",2004,374507187.9
"WSM",2005,412220560.3
"WSM",2006,453082900.1
"WSM",2007,490916834.7
"WSM",2008,579223000
"WSM",2009,527620000
"Wake Island",2004,151658853.3
"Wake Island",2005,159557355.675
"Wake Island",2006,164298420.5
"Wake Island",2007,172057023.55
"Wake Island",2008,176379733.475
"Wake Island",2009,175644340.25
"YEM",2002,10693278292
"YEM",2004,13873500888
"YEM",2005,16753787028
"YEM",2006,19081645406
"YEM",2007,21656550140
"YEM",2008,26917363956
"YEM",2009,25130088571
"YEM",2010,31042729623
"YEM",2011,33757503322
"ZAF",1998,1.34296e+11
"ZAF",2002,1.11101e+11
"ZAF",2004,2.19093e+11
"ZAF",2005,2.47052e+11
"ZAF",2006,2.61007e+11
"ZAF",2007,2.86172e+11
"ZAF",2008,2.7387e+11
"ZAF",2009,2.83012e+11
"ZAF",2010,3.63523e+11
"ZAF",2011,4.08237e+11
